-1.0,-1.1752011936438014,0.324,-2.145,1.089
-0.8947368421052632,-1.0189883486781843,-0.567,1.892,-0.423
-0.7894736842105263,-0.8740766626089262,1.234,-0.789,2.156
-0.6842105263157895,-0.7388589826237969,-0.891,1.445,-1.732
-0.5789473684210527,-0.6118356679378044,0.678,-2.013,0.945
-0.4736842105263158,-0.49159795792608957,-1.345,0.667,-0.238
-0.368421052631579,-0.3768123481693529,0.912,1.128,1.674
-0.26315789473684215,-0.2662058011332998,-0.459,-1.556,-2.001
-0.1578947368421053,-0.15855162746014378,1.789,0.334,0.782
-0.052631578947368474,-0.05265588128768267,-0.223,-0.891,-1.445
0.05263157894736836,0.052655881287682615,0.556,1.997,0.118
0.1578947368421053,0.15855162746014378,-1.112,-0.445,2.334
0.26315789473684204,0.2662058011332997,0.781,1.278,-0.667
0.36842105263157876,0.37681234816935266,-0.894,-1.789,1.892
0.4736842105263157,0.4915979579260894,1.445,0.512,-1.025
0.5789473684210527,0.6118356679378044,-0.667,-0.334,0.456
0.6842105263157894,0.7388589826237968,0.334,2.145,-2.178
0.7894736842105261,0.874076662608926,-1.278,-1.128,1.321
0.894736842105263,1.0189883486781843,0.129,0.789,-0.912
1.0,1.1752011936438014,-0.782,-0.556,0.654
